ID,Region,Cultivar,Leaf_N_stage2_g_kg,Leaf_P_stage2_g_kg,Leaf_K_stage2_g_kg,Leaf_Mg_stage2_g_kg,Leaf_Ca_stage2_g_kg,Leaf_B_stage2_g_kg,Leaf_Cu_stage2_g_kg,Leaf_Zn_stage2_g_kg,Leaf_Mn_stage2_g_kg,Leaf_Fe_stage2_g_kg,Fruit_yield_Mg_ha,Yield class
2001_036,Quebec,Stevens,11,1.1,5.5,1.7,9,0.0207,0.00368,0.0167,0.109,0.265,28.75,Low yield
2001_037,Quebec,Stevens,10,1,5.9,1.5,7.8,0.0213,0.00351,0.0141,0.105,0.235,30.56,Low yield
2001_038,Quebec,Stevens,10,1.1,5.6,1.7,8.1,0.0212,0.00348,0.016,0.0942,0.242,30.39,Low yield
2001_039,Quebec,Stevens,10,1,5.7,1.6,7.4,0.0197,0.00396,0.0145,0.0867,0.233,31.87,Low yield
2001_040,Quebec,Stevens,11,1,5.8,1.5,7.2,0.0175,0.00295,0.0146,0.11,0.237,30.62,Low yield
2001_041,Quebec,Stevens,10,1,6,1.6,7.5,0.0198,0.00297,0.0156,0.108,0.229,29.55,Low yield
2001_042,Quebec,Stevens,10,1.1,5.9,1.8,8.2,0.0228,0.00378,0.0191,0.134,0.24,37.71,Low yield
2001_043,Quebec,Stevens,11,1.2,6.2,1.7,8.7,0.0191,0.00347,0.0192,0.156,0.257,28.84,Low yield
2001_044,Quebec,Stevens,10,1.1,5.9,1.7,8.1,0.02,0.00362,0.0199,0.124,0.258,35.48,Low yield
2001_045,Quebec,Stevens,10,1.1,5.8,1.6,7.9,0.0177,0.00351,0.0178,0.118,0.275,22.93,Low yield
2001_046,Quebec,Stevens,12,1.1,5.7,1.7,9.2,0.0252,0.00332,0.0229,0.416,0.0707,45.38,High yield
2001_047,Quebec,Stevens,11,1,5.6,1.7,8.9,0.0292,0.00322,0.0223,0.448,0.0677,49.7,High yield
2001_048,Quebec,Stevens,11,1.1,4.9,1.7,9.4,0.0266,0.00296,0.0206,0.54,0.0598,44.67,High yield
2001_049,Quebec,Stevens,11,1.1,5.6,1.7,8.8,0.0296,0.00351,0.0218,0.417,0.0603,52.98,High yield
2001_050,Quebec,Stevens,10,0.9,4.6,1.7,9.8,0.024,0.00321,0.0212,0.454,0.0662,46.51,High yield
2001_051,Quebec,Stevens,11,0.9,5.2,1.6,9,0.0254,0.00373,0.0219,0.445,0.0639,42.83,High yield
2001_052,Quebec,Stevens,10,0.9,4.2,1.7,10.9,0.0287,0.00362,0.0222,0.493,0.0713,50.08,High yield
2001_053,Quebec,Stevens,12,1.1,5.3,1.5,9.1,0.0255,0.00336,0.019,0.46,0.0616,42.73,High yield
2001_054,Quebec,Stevens,11,1.1,5,1.7,9.4,0.0236,0.00331,0.0196,0.505,0.0735,50.33,High yield
2001_055,Quebec,Stevens,11,1.1,5.4,1.7,9.9,0.0262,0.0034,0.0226,0.553,0.0768,58.1,High yield
2001_056,Quebec,Stevens,11,1.1,4.7,1.8,10.1,0.0256,0.00352,0.0241,0.744,0.11,54.5,High yield
2001_057,Quebec,Stevens,11,1.1,5.2,1.7,9.2,0.0234,0.00373,0.0239,0.727,0.0976,48.01,High yield
2001_058,Quebec,Stevens,9,1,6.1,1.4,5.2,0.0168,0.00332,0.0128,0.241,0.197,20.48,Low yield
2001_059,Quebec,Stevens,10,1,5.8,1.5,5.5,0.0168,0.00391,0.0141,0.372,0.115,29.18,Low yield
2001_060,Quebec,Stevens,10,1.2,6.3,1.6,5.3,0.0152,0.00396,0.0141,0.233,0.0863,28.92,Low yield
2001_061,Quebec,Stevens,9,1,6.2,1.4,4.8,0.0191,0.00339,0.0111,0.296,0.119,20.86,Low yield
2001_062,Quebec,Stevens,10,1.1,6.9,1.5,6.6,0.0244,0.00304,0.0171,0.488,0.0837,29.41,Low yield
2001_063,Quebec,Stevens,11,1.2,6.5,1.6,6.7,0.0198,0.00372,0.0163,0.48,0.0758,27.97,Low yield
2002_001,Quebec,Stevens,13,1.3,5.5,2.3,13.5,0.0343,0.00394,0.0351,0.208,0.222,21.02,Low yield
2002_002,Quebec,Stevens,14,1.4,6,2.3,13.2,0.0343,0.00457,0.023,0.186,0.182,19.09,Low yield
2002_003,Quebec,Stevens,13,1.3,5.6,2.1,13.5,0.0354,0.0031,0.0201,0.239,0.172,17.69,Low yield
2002_004,Quebec,Stevens,13,1.4,6.4,2.2,13.3,0.0381,0.00394,0.0215,0.248,0.163,13.73,Low yield
2002_005,Quebec,Stevens,13,1.4,6.2,2,12.7,0.0345,0.00308,0.019,0.217,0.2,15.33,Low yield
2002_006,Quebec,Stevens,14,1.5,5.6,2.2,14.2,0.0395,0.00416,0.0206,0.222,0.194,10.3,Low yield
2002_007,Quebec,Stevens,14,1.5,6.2,2.2,12.7,0.0302,0.00338,0.0203,0.185,0.2,14.66,Low yield
2002_008,Quebec,Stevens,14,1.5,5.4,2.4,13.7,0.0384,0.00423,0.0196,0.233,0.209,26.33,Low yield
2002_009,Quebec,Stevens,14,1.4,6.3,2.3,13.2,0.03,0.00342,0.0213,0.2,0.179,26.42,Low yield
2002_010,Quebec,Stevens,12,1.4,5.6,2.2,12.7,0.0339,0.00327,0.0276,0.18,0.166,13.85,Low yield
2002_011,Quebec,Stevens,13,1.4,5.4,2.3,13.4,0.03,0.00439,0.0211,0.179,0.181,16.95,Low yield
2002_012,Quebec,Stevens,13,1.5,5.5,2.4,14.1,0.0327,0.00393,0.021,0.244,0.205,21.83,Low yield
2002_013,Quebec,Stevens,14,1.2,5.6,2.5,10.6,0.0616,0.00393,0.0268,0.406,0.0787,33.03,Low yield
2002_014,Quebec,Stevens,15,1.4,6.3,2.1,9.8,0.0773,0.00381,0.0257,0.555,0.087,29.23,Low yield
2002_015,Quebec,Stevens,13,1.4,5.3,2.6,11,0.0551,0.00357,0.0286,0.455,0.102,30.72,Low yield
2002_016,Quebec,Stevens,15,1.3,5.8,2.2,11,0.0501,0.00406,0.0272,0.634,0.0911,34.04,Low yield
2002_017,Quebec,Stevens,14,1.5,5.5,2.4,10.7,0.0514,0.0035,0.0261,0.659,0.0958,32.39,Low yield
2002_018,Quebec,Stevens,14,1.4,5.2,2.2,9.6,0.0572,0.00357,0.0258,0.417,0.0826,32.11,Low yield
2002_019,Quebec,Stevens,14,1.4,5.3,2.4,10.1,0.0807,0.00373,0.0234,0.49,0.151,30.72,Low yield
2002_020,Quebec,Stevens,14,1.5,5.6,2.6,11,0.0527,0.00368,0.0264,0.392,0.0746,22.03,Low yield
2002_021,Quebec,Stevens,14,1.4,5.6,2.2,10,0.0539,0.00344,0.0236,0.421,0.0714,29.16,Low yield
2002_022,Quebec,Stevens,14,0.9,7.3,1.7,11.1,0.0334,0.00465,0.0264,0.528,0.0469,12.39,Low yield
2002_023,Quebec,Stevens,13,1,7.3,1.7,11.7,0.032,0.00355,0.0252,0.47,0.0541,13.66,Low yield
2002_024,Quebec,Stevens,14,1,7,1.8,11.4,0.0277,0.00425,0.0293,0.636,0.0687,15.95,Low yield
2002_025,Quebec,Stevens,14,1.2,7.6,2,11.7,0.03,0.00444,0.0316,0.707,0.0612,14.94,Low yield
2002_026,Quebec,Stevens,14,1.1,7.3,1.8,12.2,0.0342,0.00415,0.0319,0.544,0.0584,16.89,Low yield
2002_027,Quebec,Stevens,14,1.2,7.1,1.9,12.2,0.0322,0.00422,0.03,0.61,0.06,14.74,Low yield
2002_028,Quebec,Stevens,14,1.1,8.1,1.8,12.2,0.0368,0.00423,0.0294,0.525,0.0556,13.78,Low yield
2002_029,Quebec,Stevens,14,1.1,8.2,1.6,11.4,0.0408,0.00488,0.0285,0.42,0.0779,11.72,Low yield
2002_030,Quebec,Stevens,14,1.3,7.7,2,13,0.0331,0.00545,0.0309,0.733,0.0751,13.3,Low yield
2002_031,Quebec,Stevens,13,1,7.1,1.8,12.5,0.0391,0.00396,0.0266,0.436,0.0501,13.37,Low yield
2002_032,Quebec,Stevens,14,0.9,7,1.6,9.6,0.0215,0.00368,0.0183,0.367,0.0756,19.4,Low yield
2002_033,Quebec,Stevens,13,0.9,7.4,1.5,8.3,0.0205,0.00412,0.0184,0.35,0.0714,19.25,Low yield
2002_034,Quebec,Stevens,14,1,6.7,1.7,10.3,0.0248,0.00332,0.0179,0.308,0.0803,15.79,Low yield
2002_035,Quebec,Stevens,14,1.1,8.2,1.6,9.4,0.0214,0.00397,0.0217,0.37,0.0819,15.58,Low yield
2002_036,Quebec,Stevens,14,1.1,7.5,1.7,9.2,0.0232,0.00509,0.0202,0.418,0.0659,16.72,Low yield
2002_037,Quebec,Stevens,14,1.1,8,1.6,9.1,0.0193,0.00397,0.0282,0.367,0.0983,15.03,Low yield
2002_038,Quebec,Stevens,13,1.1,6.4,1.8,11.1,0.0293,0.00362,0.0197,0.344,0.0705,21.15,Low yield
2002_039,Quebec,Stevens,13,1.1,6.4,1.7,10.2,0.0284,0.00454,0.0219,0.327,0.0664,21.7,Low yield
2002_040,Quebec,Stevens,13,1.1,6.9,1.7,9.9,0.0291,0.00333,0.0195,0.387,0.0839,17.64,Low yield
2002_041,Quebec,Stevens,13,1.1,7.3,1.6,9.5,0.0267,0.00453,0.0213,0.338,0.0669,17.08,Low yield
2002_042,Quebec,Stevens,13,1.3,7.6,1.7,9.6,0.02,0.00373,0.0216,0.391,0.0952,15.7,Low yield
2002_043,Quebec,Stevens,12,1,6.1,1.5,7.3,0.0218,0.00285,0.01,0.158,0.126,14.37,Low yield
2002_044,Quebec,Stevens,11,1,6.1,1.3,6.3,0.0197,0.00318,0.00891,0.108,0.177,16.35,Low yield
2002_045,Quebec,Stevens,11,1.1,6,1.5,6.9,0.0244,0.00277,0.00873,0.146,0.17,17.3,Low yield
2002_046,Quebec,Stevens,11,1,5.4,1.4,7.3,0.0204,0.00275,0.0103,0.127,0.248,14.01,Low yield
2002_047,Quebec,Stevens,12,1.3,6.3,1.7,9.3,0.0219,0.00273,0.0133,0.183,0.13,18.67,Low yield
2014_B_001,Quebec,Stevens,9,1.2,6.8,1.7,7.9,0.029,0.005,0.02,0.154,0.055,30.68,Low yield
2014_B_002,Quebec,Stevens,10.7,1.3,6.3,1.8,7.3,0.028,0.005,0.02,0.111,0.042,33.81,Low yield
2014_B_003,Quebec,Stevens,9.7,1,5.9,1.5,8.1,0.03,0.005,0.02,0.092,0.054,36.78,Low yield
2014_B_004,Quebec,Stevens,8.9,1.1,5.8,1.9,7.9,0.03,0.005,0.02,0.138,0.045,32.41,Low yield
2014_B_005,Quebec,Stevens,9.6,1,5.7,1.5,8,0.023,0.004,0.019,0.169,0.053,39.21,Low yield
2014_B_006,Quebec,Stevens,10.9,1.2,5.8,1.8,7.6,0.032,0.005,0.024,0.175,0.046,19.71,Low yield
2014_B_007,Quebec,Stevens,8.7,0.9,6.9,1.2,6.5,0.015,0.004,0.015,0.126,0.033,24.25,Low yield
2014_B_008,Quebec,Stevens,9.1,1.1,6.3,1.7,7.5,0.033,0.005,0.024,0.182,0.046,23.2,Low yield
2014_B_009,Quebec,Stevens,10.3,1.2,6.4,1.8,7.6,0.035,0.005,0.022,0.169,0.059,38.37,Low yield
2014_B_010,Quebec,Stevens,9.4,1.1,6.3,1.7,8.2,0.03,0.005,0.02,0.142,0.038,28.72,Low yield
2014_B_011,Quebec,Stevens,10.6,1.2,6.2,2,7.9,0.032,0.005,0.025,0.111,0.066,31.08,Low yield
2014_B_012,Quebec,Stevens,8.7,0.9,5.8,1.5,8.1,0.03,0.005,0.018,0.156,0.076,23.41,Low yield
2014_B_013,Quebec,Stevens,10.3,1.2,6.3,1.8,7.8,0.034,0.005,0.025,0.164,0.083,28.71,Low yield
2014_B_014,Quebec,Stevens,9.3,1.2,5.8,1.9,8.3,0.04,0.005,0.025,0.412,0.066,46.47,High yield
2014_B_015,Quebec,Stevens,10.4,1.3,5.5,2,8.8,0.046,0.006,0.028,0.364,0.072,49.5,High yield
2014_B_016,Quebec,Stevens,10.7,1,6.2,1.5,7.6,0.028,0.005,0.02,0.18,0.081,22.97,Low yield
2014_B_017,Quebec,Stevens,10.8,1.2,5.4,2,9,0.044,0.006,0.027,0.438,0.068,46.6,High yield
2014_B_018,Quebec,Stevens,9.1,1.2,5.7,1.9,9.3,0.04,0.005,0.026,0.182,0.063,41.52,High yield
2014_B_019,Quebec,Stevens,8.8,1,6.6,1.5,7,0.017,0.004,0.018,0.094,0.092,17.33,Low yield
2014_B_020,Quebec,Stevens,9.4,1.1,6.5,1.4,6.2,0.022,0.005,0.022,0.178,0.13,15.69,Low yield
2014_B_021,Quebec,Stevens,10.5,1.1,5.6,2,8.5,0.036,0.005,0.022,0.379,0.169,44.22,High yield
2014_B_022,Quebec,Stevens,9.3,1.1,5.8,1.9,8.5,0.023,0.004,0.021,0.169,0.112,39.46,Low yield
2014_B_023,Quebec,Stevens,9.6,1.2,5.8,1.9,8.6,0.031,0.005,0.025,0.36,0.068,39.45,Low yield
2014_B_024,Quebec,Stevens,8.6,1.1,6.4,1.6,8,0.021,0.004,0.021,0.137,0.106,36.08,Low yield
2014_B_025,Quebec,Stevens,10.9,1.1,5.5,1.9,8.6,0.034,0.005,0.024,0.515,0.07,42.92,High yield
2014_B_026,Quebec,Stevens,10.8,1.2,5.5,2,8.1,0.035,0.005,0.023,0.345,0.081,41.4,High yield
2014_B_027,Quebec,Stevens,10.8,1.2,5.5,2.1,9.3,0.034,0.005,0.023,0.273,0.098,47.05,High yield
2014_B_028,Quebec,Stevens,9.9,1.2,5.3,2.1,9,0.038,0.005,0.028,0.511,0.105,52.67,High yield
2014_B_029,Quebec,Stevens,10.2,1.3,5.6,2,7.7,0.026,0.004,0.02,0.251,0.087,45.95,High yield
2014_B_030,Quebec,Stevens,11.5,1.2,5.6,2.1,7.8,0.03,0.004,0.021,0.237,0.105,44.11,High yield
2014_B_031,Quebec,Stevens,9.3,1.1,5.2,1.7,7.6,0.024,0.005,0.023,0.332,0.09,51.08,High yield
2014_B_032,Quebec,Stevens,11.8,1.2,5.2,2.2,8.9,0.042,0.005,0.023,0.466,0.066,52.96,High yield
2014_B_033,Quebec,Stevens,12.2,1.3,5.1,2.3,8.3,0.044,0.005,0.023,0.661,0.077,51.88,High yield
2014_B_034,Quebec,Stevens,12,1.2,5.7,2,8.4,0.036,0.005,0.021,0.529,0.071,53.92,High yield
2014_B_035,Quebec,Stevens,10.3,1.2,5.5,2.1,8.4,0.039,0.005,0.021,0.466,0.074,56.7,High yield
2014_B_036,Quebec,Stevens,8.9,1.2,6.1,1.8,7.2,0.031,0.004,0.019,0.331,0.072,35.72,Low yield
2014_B_037,Quebec,Stevens,10.5,1.1,5,2.1,9.4,0.033,0.004,0.021,0.246,0.104,37.83,Low yield
2014_B_038,Quebec,Stevens,9.6,1.2,5.5,2.1,7.6,0.035,0.005,0.022,0.329,0.103,46.72,High yield
2014_B_039,Quebec,Stevens,10.4,1.1,5.3,2.1,9,0.034,0.005,0.021,0.204,0.103,39.27,Low yield
2014_B_040,Quebec,Stevens,10.2,1.2,5.5,2.1,8.7,0.033,0.005,0.021,0.244,0.112,52.4,High yield
2014_B_041,Quebec,Stevens,11.1,1.2,5.6,2.1,8.3,0.033,0.005,0.026,0.469,0.061,53.3,High yield
2014_B_042,Quebec,Stevens,12,1.1,5.6,2,8,0.032,0.005,0.023,0.573,0.066,47.17,High yield
2014_B_043,Quebec,Stevens,10.9,1.1,5.5,2,8.4,0.034,0.005,0.024,0.325,0.066,38.15,Low yield
2014_B_044,Quebec,Stevens,10.9,1.1,5.5,2.1,8.3,0.032,0.005,0.024,0.293,0.058,44.99,High yield
2014_B_045,Quebec,Stevens,10.8,1,5.7,1.8,8.1,0.03,0.005,0.021,0.366,0.099,45.48,High yield
2014_B_046,Quebec,Stevens,10.2,1.1,5.3,2,8.6,0.027,0.005,0.021,0.207,0.099,32.72,Low yield
2014_B_047,Quebec,Stevens,11.7,1.1,5.2,2.2,8.5,0.036,0.005,0.021,0.296,0.115,44.28,High yield
2014_B_048,Quebec,Stevens,11.1,1.1,5.1,2.1,6.6,0.029,0.004,0.018,0.126,0.076,52.69,High yield
2014_B_049,Quebec,Stevens,9.4,0.9,6.1,1.5,5.7,0.011,0.004,0.014,0.113,0.037,23.38,Low yield
2014_B_050,Quebec,Stevens,9.3,0.8,5.7,1.6,6.4,0.011,0.005,0.015,0.073,0.038,20.58,Low yield
2014_B_051,Quebec,Stevens,9.8,1,5.2,2,7.7,0.04,0.005,0.019,0.441,0.061,49.48,High yield
2014_B_052,Quebec,Stevens,9.5,1,5.5,1.7,6.4,0.031,0.005,0.017,0.287,0.064,53.25,High yield
2014_B_053,Quebec,Stevens,10.2,1.1,5.5,2,7.4,0.036,0.005,0.019,0.474,0.067,50.79,High yield
2014_B_054,Quebec,Stevens,12,1.1,5.9,1.9,7.9,0.037,0.005,0.019,0.522,0.067,45.81,High yield
2014_B_055,Quebec,Stevens,11.3,1.1,5.9,1.9,6.3,0.032,0.004,0.018,0.602,0.066,49.82,High yield
2014_B_056,Quebec,Stevens,10.6,1.2,5.3,1.7,7.7,0.031,0.005,0.017,0.329,0.075,42.05,High yield
2014_B_057,Quebec,Stevens,11.9,1.2,5.6,2.1,8.7,0.033,0.006,0.02,0.56,0.083,58.67,High yield
2014_B_058,Quebec,Stevens,12.2,1.1,5.9,1.9,8.1,0.034,0.006,0.02,0.409,0.076,43.86,High yield
2014_B_059,Quebec,Stevens,10.8,1.1,5.1,2.1,8.4,0.035,0.005,0.02,0.47,0.09,45.45,High yield
2014_B_060,Quebec,Stevens,11.4,1.1,5.5,2.1,8,0.031,0.006,0.019,0.311,0.07,42.25,High yield
2014_B_061,Quebec,Stevens,10.8,1.1,5.4,2,8,0.03,0.005,0.019,0.296,0.084,47.43,High yield
2014_B_062,Quebec,Stevens,11,1.1,5.3,2,8.2,0.034,0.008,0.02,0.273,0.08,46.17,High yield
2014_B_063,Quebec,Stevens,10.8,1.1,5.5,1.8,8.8,0.028,0.004,0.018,0.341,0.102,44.87,High yield
2014_B_064,Quebec,Stevens,9.8,1.1,6.4,1.6,6.5,0.019,0.004,0.014,0.189,0.106,45.53,High yield
2014_B_065,Quebec,Stevens,11.9,1,5.3,1.9,7.5,0.021,0.006,0.015,0.239,0.078,55.41,High yield
2014_B_066,Quebec,Stevens,11.7,1,5.1,2.1,8,0.029,0.005,0.019,0.197,0.08,53.69,High yield
2014_B_067,Quebec,Stevens,10.7,0.9,5.1,2,8.5,0.028,0.006,0.017,0.171,0.067,47.3,High yield
2014_B_068,Quebec,Stevens,10.7,1,5.2,1.7,7.3,0.02,0.005,0.017,0.133,0.065,49.26,High yield
2014_B_069,Quebec,Stevens,11.4,1.1,5.3,2,8,0.022,0.007,0.018,0.172,0.073,51.35,High yield
2014_B_070,Quebec,Stevens,11.3,1.1,4.9,2.2,9,0.024,0.006,0.02,0.148,0.063,51.57,High yield
2014_B_071,Quebec,Stevens,11.2,1,5.1,1.9,8.4,0.029,0.006,0.02,0.322,0.078,43.94,High yield
2014_B_072,Quebec,Stevens,11.5,1.2,5,2.1,9,0.026,0.005,0.022,0.305,0.087,46.27,High yield
2014_B_073,Quebec,Stevens,10.6,1,5.1,1.9,8.7,0.032,0.005,0.021,0.394,0.077,47.83,High yield
2014_B_074,Quebec,Stevens,9.9,1,5.3,1.9,8.5,0.031,0.005,0.017,0.375,0.129,47.67,High yield
2014_B_075,Quebec,Stevens,10.1,1,4.7,1.9,9,0.029,0.006,0.018,0.222,0.097,57.58,High yield
2014_B_076,Quebec,Stevens,11.8,1.1,5.6,1.9,8.4,0.028,0.005,0.019,0.399,0.08,43.27,High yield
2014_B_077,Quebec,Stevens,10.2,1,5.4,1.8,7.6,0.027,0.005,0.017,0.215,0.075,26.99,Low yield
2014_B_078,Quebec,Stevens,11.2,1,5.4,1.9,8.2,0.026,0.005,0.019,0.251,0.08,50.16,High yield
2014_B_079,Quebec,Stevens,11.3,1.1,5.1,2.1,8.2,0.027,0.006,0.02,0.192,0.105,46.9,High yield
2015_B_001,Quebec,Pilgrim,11.3,1,5,2,10,0.03,0.008,0.023,0.244,0.039,29.08,Low yield
2015_B_002,Quebec,Stevens,13,1,5,2,10,0.029,0.006,0.025,0.241,0.042,40.83,High yield
2015_B_003,Quebec,Stevens,11.4,1,5,2,11,0.029,0.005,0.02,0.223,0.044,37.36,Low yield
2015_B_004,Quebec,Stevens,12.6,1,5,2,10,0.035,0.007,0.025,0.383,0.047,33.43,Low yield
2015_B_005,Quebec,Howes,11.3,1,5,2,9,0.028,0.006,0.025,0.33,0.043,27.24,Low yield
2015_B_006,Quebec,Stevens,11.8,1,5,2,10,0.035,0.006,0.022,0.174,0.055,40.02,High yield
2015_B_007,Quebec,Stevens,12.1,1,5,2,12,0.043,0.007,0.025,0.244,0.056,38.66,Low yield
2015_B_008,Quebec,Stevens,10.5,1,5,2,11,0.052,0.006,0.025,0.255,0.061,34.37,Low yield
2015_B_009,Quebec,Stevens,10.8,1,4,2,11,0.043,0.006,0.026,0.492,0.049,22.23,Low yield
2015_B_010,Quebec,Stevens,11.2,1,4,2,11,0.038,0.006,0.028,0.466,0.05,26.56,Low yield
2015_B_011,Quebec,Ben Lear,9.6,1,5,2,11,0.039,0.006,0.022,0.518,0.046,18.77,Low yield
2015_B_012,Quebec,Stevens,11.3,1,5,2,10,0.024,0.005,0.019,0.229,0.117,36.53,Low yield
2015_B_013,Quebec,Stevens,10.7,1,5,2,11,0.035,0.005,0.026,0.432,0.124,30.3,Low yield
2015_B_014,Quebec,Ben Lear,12.1,1,5,2,11,0.041,0.004,0.02,0.745,0.102,31.84,Low yield
2015_B_015,Quebec,Stevens,11.8,1,5,2,10,0.028,0.007,0.018,0.261,0.073,40.49,High yield
2015_B_016,Quebec,Stevens,13,1,5,2,10,0.02,0.004,0.019,0.167,0.066,35.09,Low yield
2015_B_017,Quebec,Stevens,12.2,1,5,2,10,0.036,0.005,0.024,0.515,0.053,27.12,Low yield
2015_B_018,Quebec,Stevens,15.1,1,5,2,9,0.038,0.007,0.023,0.516,0.061,35.89,Low yield
2015_B_019,Quebec,Wilcox,19.3,1,5,2,9,0.027,0.006,0.024,0.294,0.059,34.53,Low yield
2015_B_020,Quebec,Stevens,16.4,1,5,2,11,0.032,0.005,0.022,0.323,0.059,34.54,Low yield
2015_B_021,Quebec,Bergman,25.1,1,5,2,10,0.028,0.006,0.026,0.326,0.058,28.95,Low yield
2015_B_022,Quebec,Bergman,24.8,1,4,2,9,0.023,0.004,0.017,0.264,0.039,28.25,Low yield
2015_B_023,Quebec,Stevens,11.7,1,5,2,10,0.031,0.005,0.02,0.459,0.052,37.95,Low yield
2015_B_024,Quebec,Pilgrim,10.6,1,4,2,11,0.038,0.008,0.025,0.454,0.054,27.15,Low yield
2015_B_025,Quebec,Stevens,9.8,1,5,2,9,0.023,0.006,0.013,0.203,0.046,37.57,Low yield
2015_B_026,Quebec,Stevens,11.7,1,4,2,10,0.032,0.005,0.018,0.186,0.064,42.83,High yield
2015_B_027,Quebec,Stevens,9.5,1,5,2,10,0.024,0.005,0.016,0.229,0.04,36.85,Low yield
2015_B_028,Quebec,Stevens,9.8,1,5,2,9,0.018,0.004,0.014,0.141,0.042,37.24,Low yield
2015_B_029,Quebec,Stevens,9.7,1,5,2,8,0.011,0.003,0.015,0.112,0.043,33.37,Low yield
2015_B_030,Quebec,Stevens,9,1,5,2,11,0.024,0.004,0.017,0.152,0.036,35.95,Low yield
2015_B_031,Quebec,Stevens,11,1,5,2,10,0.024,0.004,0.017,0.115,0.047,44.38,High yield
2015_B_032,Quebec,Stevens,10.8,1,4,2,11,0.024,0.004,0.017,0.163,0.044,45.17,High yield
2015_B_033,Quebec,Wilcox,9.6,1,5,1,9,0.014,0.004,0.019,0.106,0.033,62.43,High yield
2015_B_034,Quebec,Stevens,11.3,1,5,2,11,0.015,0.004,0.017,0.132,0.052,47.61,High yield
2015_B_035,Quebec,Grygleski Hybrid 1,10.7,1,4,1,9,0.016,0.004,0.011,0.118,0.043,47.84,High yield
2015_B_036,Quebec,Stevens,10.2,1,5,2,10,0.026,0.005,0.018,0.21,0.042,37.07,Low yield
2015_B_037,Quebec,Pilgrim,10.4,1,5,2,10,0.021,0.004,0.015,0.146,0.035,36.67,Low yield
2015_B_038,Quebec,Stevens,9.3,1,5,2,11,0.029,0.004,0.019,0.195,0.031,25.82,Low yield
2015_B_039,Quebec,Bergman,10.4,1,5,2,10,0.027,0.005,0.02,0.351,0.03,34.79,Low yield
2015_B_040,Quebec,Stevens,9.3,1,5,2,9,0.018,0.004,0.015,0.093,0.034,41.02,High yield
2015_B_041,Quebec,Stevens,9.4,1,5,2,10,0.023,0.004,0.017,0.14,0.035,25.47,Low yield
2015_B_042,Quebec,Stevens,10.9,1,5,2,10,0.046,0.005,0.024,0.447,0.099,25.65,Low yield
2015_B_043,Quebec,Stevens,11,1,5,2,9,0.043,0.007,0.019,0.338,0.111,29.99,Low yield
2015_B_044,Quebec,Ben Lear,10.6,1,5,2,11,0.038,0.005,0.017,0.283,0.088,27.89,Low yield
2015_B_045,Quebec,Stevens,11.2,1,4,2,10,0.036,0.004,0.019,0.192,0.083,42.15,High yield
2015_B_046,Quebec,Bergman,10.9,1,4,2,9,0.026,0.005,0.024,0.15,0.086,40.67,High yield
2015_B_047,Quebec,Stevens,11.6,1,4,2,10,0.037,0.007,0.02,0.239,0.134,37.24,Low yield
2015_B_048,Quebec,Stevens,10.2,1,4,2,10,0.033,0.006,0.022,0.333,0.108,41.26,High yield
2015_B_049,Quebec,Bergman,9.4,1,4,2,10,0.03,0.005,0.024,0.263,0.135,35.18,Low yield
2015_B_050,Quebec,Ben Lear,10.8,1,5,2,9,0.043,0.005,0.019,0.328,0.094,27.25,Low yield
2015_B_051,Quebec,Pilgrim,10.9,1,4,2,9,0.042,0.006,0.022,0.293,0.125,29.61,Low yield
2015_B_052,Quebec,Stevens,11.3,1,4,2,10,0.042,0.005,0.021,0.384,0.095,35.08,Low yield
2015_B_053,Quebec,Stevens,11.9,1,5,2,9,0.043,0.005,0.02,0.493,0.094,40.39,High yield
2015_B_054,Quebec,Stevens,11.5,1,4,2,10,0.033,0.004,0.021,0.187,0.079,44.81,High yield
2015_B_055,Quebec,Grygleski Hybrid 1,10.6,1,5,1,9,0.026,0.004,0.013,0.167,0.055,49.32,High yield
2015_B_056,Quebec,Stevens,9.8,1,4,2,9,0.021,0.004,0.016,0.098,0.054,46.54,High yield
2015_B_057,Quebec,Bergman,11.7,1,4,2,8,0.028,0.005,0.02,0.362,0.097,37.58,Low yield
2015_B_058,Quebec,Grygleski Hybrid 1,10.7,1,4,1,9,0.038,0.005,0.012,0.504,0.112,37.99,Low yield
2015_B_059,Quebec,Pilgrim,10.3,1,4,2,9,0.036,0.004,0.021,0.248,0.045,25.03,Low yield
2015_B_060,Quebec,Grygleski Hybrid 1,11.4,1,4,2,9,0.043,0.005,0.015,0.736,0.107,35.84,Low yield
2015_B_061,Quebec,Stevens,10.7,1,4,2,9,0.041,0.005,0.018,0.517,0.088,35.95,Low yield
2015_B_062,Quebec,Stevens,10.9,1,4,2,10,0.04,0.005,0.019,0.501,0.093,30.57,Low yield
2015_B_063,Quebec,Stevens,10.7,1,4,2,9,0.025,0.004,0.017,0.391,0.06,50.12,High yield
2015_B_064,Quebec,Grygleski Hybrid 1,11.9,1,4,1,7,0.023,0.003,0.01,0.202,0.101,51.78,High yield
2015_B_065,Quebec,Wilcox,11,1,5,2,8,0.021,0.004,0.019,0.258,0.063,46.39,High yield
2015_B_066,Quebec,Stevens,12.6,1,4,2,11,0.029,0.005,0.021,0.331,0.102,45.23,High yield
